"Bore ID","Date","Variable","Result (m)","Quality Code","Agency"
"GW080415.1.1",2004-11-16 00:00:00.0,"DTW",2.29,"quality-E","WaterNSW"
"GW080415.1.1",2004-11-16 00:00:00.0,"RSWL (mAHD)",517.71,"quality-E","WaterNSW"
"GW080415.1.1",2004-11-16 00:00:00.0,"SWL",2.79,"quality-E","WaterNSW"
"GW080415.1.1",2004-11-17 00:00:00.0,"DTW",2.30,"quality-E","WaterNSW"
"GW080415.1.1",2004-11-17 00:00:00.0,"RSWL (mAHD)",517.70,"quality-E","WaterNSW"
"GW080415.1.1",2004-11-17 00:00:00.0,"SWL",2.80,"quality-E","WaterNSW"
"GW080415.1.1",2004-11-18 00:00:00.0,"DTW",2.30,"quality-E","WaterNSW"
"GW080415.1.1",2004-11-18 00:00:00.0,"RSWL (mAHD)",517.70,"quality-E","WaterNSW"
"GW080415.1.1",2004-11-18 00:00:00.0,"SWL",2.80,"quality-E","WaterNSW"
"GW080415.1.1",2004-11-19 00:00:00.0,"DTW",2.32,"quality-E","WaterNSW"
"GW080415.1.1",2004-11-19 00:00:00.0,"RSWL (mAHD)",517.68,"quality-E","WaterNSW"
"GW080415.1.1",2004-11-19 00:00:00.0,"SWL",2.82,"quality-E","WaterNSW"
"GW080415.1.1",2004-11-20 00:00:00.0,"DTW",2.35,"quality-E","WaterNSW"
"GW080415.1.1",2004-11-20 00:00:00.0,"RSWL (mAHD)",517.65,"quality-E","WaterNSW"
"GW080415.1.1",2004-11-20 00:00:00.0,"SWL",2.85,"quality-E","WaterNSW"
"GW080415.1.1",2004-11-21 00:00:00.0,"DTW",2.33,"quality-E","WaterNSW"
"GW080415.1.1",2004-11-21 00:00:00.0,"RSWL (mAHD)",517.67,"quality-E","WaterNSW"
"GW080415.1.1",2004-11-21 00:00:00.0,"SWL",2.83,"quality-E","WaterNSW"
"GW080415.1.1",2004-11-22 00:00:00.0,"DTW",2.34,"quality-E","WaterNSW"
"GW080415.1.1",2004-11-22 00:00:00.0,"RSWL (mAHD)",517.66,"quality-E","WaterNSW"
"GW080415.1.1",2004-11-22 00:00:00.0,"SWL",2.84,"quality-E","WaterNSW"
"GW080415.1.1",2004-11-23 00:00:00.0,"DTW",2.36,"quality-E","WaterNSW"
"GW080415.1.1",2004-11-23 00:00:00.0,"RSWL (mAHD)",517.64,"quality-E","WaterNSW"
"GW080415.1.1",2004-11-23 00:00:00.0,"SWL",2.86,"quality-E","WaterNSW"
"GW080415.1.1",2004-11-24 00:00:00.0,"DTW",2.36,"quality-E","WaterNSW"
"GW080415.1.1",2004-11-24 00:00:00.0,"RSWL (mAHD)",517.64,"quality-E","WaterNSW"
"GW080415.1.1",2004-11-24 00:00:00.0,"SWL",2.86,"quality-E","WaterNSW"
"GW080415.1.1",2004-11-25 00:00:00.0,"DTW",2.37,"quality-E","WaterNSW"
"GW080415.1.1",2004-11-25 00:00:00.0,"RSWL (mAHD)",517.63,"quality-E","WaterNSW"
"GW080415.1.1",2004-11-25 00:00:00.0,"SWL",2.87,"quality-E","WaterNSW"
"GW080415.1.1",2004-11-26 00:00:00.0,"DTW",2.37,"quality-E","WaterNSW"
"GW080415.1.1",2004-11-26 00:00:00.0,"RSWL (mAHD)",517.63,"quality-E","WaterNSW"
